Age,Income,Debt_Ratio,Nb_Borrowers,Loan_Amt,Loan_Amt_Req,LTV,FICO_Score,Prior_Custom_Score,Current_Custom_Score,CB_Age_Oldest_TL,CB_Age_Newest_TL,CB_Avg_Mos_File,CB_Nb_Sat_TL,CB_Nb_60_Plus_TL,CB_Nb_90_Plus_TL,CB_Pct_Sat_TL,CB_Mos_Since_Dlq,CB_Max_Dlq_12_Mos,CB_Max_Dlq_Ever,CB_Nb_Total_TL,CB_Nb_TL_Open_12,CB_Pct_IL_TL,CB_Nb_Inq_6_Mos,CB_Nb_Inq_6_Mos_excl_7_Days,CB_Rev_Util,CB_IL_Util,CB_Nb_Rev_TL_w_Bal,CB_Nb_IL_TL_w_Bal,CB_Nb_Rev_Tl_75_Pct_Limit,CB_Pct_TL_w_Bal,Risk_Flag
57,12541,22,2,187001,34000.0,100,639,209,186,255,5,93,34,2,2,100,999,6,8,34,2,53,7,7,68,73,7,4,4,79,0
45,7833,22,2,203000,40000.0,90,723,293,274,208,22,100,22,0,0,100,999,7,8,22,0,45,0,0,76,39,2,2,1,83,1
60,2500,36,1,43001,34000.0,79,707,219,229,273,2,135,10,2,1,85,19,6,2,13,1,31,1,1,5,100,3,1,0,50,0
46,15500,23,2,540000,100000.0,71,777,301,301,199,8,94,32,0,0,100,999,7,8,32,1,31,0,0,18,39,3,2,0,42,1
65,3500,21,2,183398,50000.0,55,798,292,274,147,1,145,13,0,0,100,999,7,8,19,1,7,2,2,2,16,1,1,0,25,1
35,5500,30,2,160244,50000.0,94,664,221,188,29,9,18,10,0,0,100,999,7,8,10,3,40,5,5,38,68,5,3,0,89,1
41,2628,34,1,92950,20000.0,93,650,248,189,213,18,98,4,2,2,100,999,6,8,4,0,50,0,0,114,.,1,1,.,100,0
50,6250,46,1,231099,100000.0,58,706,267,222,109,3,65,27,1,1,100,999,7,8,28,2,15,1,1,13,51,4,2,1,35,1
60,4400,26,2,88827,40000.0,63,687,209,230,299,3,104,33,1,1,97,16,6,2,37,4,8,3,3,6,92,7,2,1,41,0
31,7083,35,1,246000,100000.0,76,702,201,201,113,10,77,21,5,5,73,36,6,2,26,1,15,2,2,4,.,2,1,0,60,0
67,2000,20,1,85000,25000.0,29,701,270,204,172,15,76,5,1,1,100,999,6,8,5,0,20,1,1,39,.,2,.,0,100,0
64,9000,47,2,393000,150000.0,51,806,273,268,412,8,102,18,0,0,100,999,7,8,19,1,42,1,1,4,.,2,1,0,43,1
73,2918,29,2,97894,15000.0,84,722,268,227,228,46,115,22,1,1,92,68,6,2,25,0,28,2,2,43,.,5,1,0,75,1
42,1833,48,1,94677,55000.0,58,780,273,273,181,3,89,11,0,0,100,999,7,8,11,1,9,2,2,5,.,2,.,0,50,1
48,3430,34,1,136000,47300.0,80,617,182,150,336,2,86,26,3,2,83,4,0,2,30,2,20,1,1,63,55,12,3,2,84,0
48,8619,28,1,305000,50000.0,61,656,194,199,303,15,116,18,6,5,65,31,6,2,19,0,52,2,2,12,13,3,4,0,70,1
45,2750,33,1,31000,25000.0,81,625,257,203,184,3,66,30,0,0,94,1,4,6,31,1,13,1,1,47,.,9,1,2,80,0
56,17618,47,1,550000,100000.0,64,640,219,154,218,2,87,60,0,0,98,14,6,6,18,8,38,7,7,74,81,11,7,6,74,0
75,4167,14,2,210155,15000.0,30,791,266,276,205,8,138,37,0,0,100,999,7,8,8,1,11,0,0,2,.,4,1,0,24,1
35,5750,15,2,80000,15000.0,99,.,218,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
36,3342,19,1,88770,8877.0,100,694,249,249,158,6,75,28,0,0,100,999,7,8,28,1,29,0,0,57,.,7,1,3,89,1
43,10833,11,2,178541,50000.0,48,782,279,279,210,19,110,8,0,0,100,999,7,8,10,0,50,0,0,19,.,2,1,0,60,1
59,4783,36,2,130724,80000.0,68,730,287,249,208,21,115,9,0,0,100,999,7,8,16,0,44,0,0,0,.,0,2,.,40,0
42,5000,24,2,110900,30000.0,97,746,293,255,207,8,92,18,0,0,100,999,7,8,18,1,50,0,0,28,75,3,3,1,60,0
34,5644,5,2,85001,20000.0,94,630,252,222,139,3,67,27,1,1,100,999,0,8,28,2,7,0,0,39,.,5,.,1,50,0
47,4167,57,2,145921,22000.0,90,687,274,215,320,4,65,31,0,0,100,999,7,8,28,4,29,4,4,32,76,4,3,1,47,1
53,12500,28,1,498000,30000.0,80,717,252,236,181,2,69,15,0,0,100,999,7,8,16,2,50,3,3,56,78,6,4,2,91,0
45,12083,36,1,369127,100000.0,80,793,319,286,197,33,113,18,0,0,100,999,7,8,18,0,22,1,1,3,.,2,2,0,57,1
34,7176,49,1,250000,50000.0,69,670,255,231,160,3,71,17,0,0,83,15,6,6,18,1,44,1,1,32,70,3,3,1,86,0
38,7000,35,1,115368,50000.0,87,723,263,263,85,5,46,19,0,0,100,999,7,8,19,2,37,0,0,34,37,6,2,0,80,1
44,12500,19,2,216501,50000.0,98,670,236,220,145,6,91,18,1,1,100,999,6,8,19,1,21,2,2,67,8,7,2,3,69,0
55,4334,16,1,67892,14000.0,99,612,213,203,239,3,112,25,5,1,78,4,3,5,32,3,63,4,3,35,65,6,4,.,83,0
42,9583,34,1,372000,100000.0,89,765,291,276,200,4,103,27,0,0,100,999,7,8,29,1,21,3,3,7,92,2,2,1,55,1
38,6667,22,1,170000,20000.0,95,696,233,222,152,4,68,36,0,0,100,999,7,8,38,4,44,2,2,57,88,6,3,1,82,0
42,5000,24,2,70001,15000.0,91,748,284,244,208,2,94,17,0,0,100,999,7,8,19,2,37,1,1,49,32,4,2,1,100,1
44,7583,20,2,162723,75000.0,46,788,300,276,267,4,79,19,0,0,100,999,7,8,19,1,0,1,1,5,.,4,.,0,29,1
58,6250,37,2,265000,100000.0,76,626,211,216,389,9,74,42,0,0,83,1,4,6,47,2,32,2,2,63,81,9,3,2,68,0
41,1750,24,1,27467,11500.0,98,760,300,261,113,25,62,15,0,0,100,999,7,8,15,0,40,0,0,35,52,3,3,0,60,0
28,4200,33,2,122000,20000.0,90,645,210,189,102,3,51,20,1,0,78,11,4,5,23,4,39,1,1,56,85,3,3,2,75,0
59,22917,7,2,729740,100000.0,14,772,302,263,181,6,169,24,0,0,100,999,7,8,25,2,4,1,0,7,.,3,.,0,36,0
35,4702,13,1,66000,6800.0,90,654,217,181,116,8,62,7,1,0,67,63,5,5,9,1,22,4,4,93,.,5,.,3,100,0
50,5417,42,1,179336,40000.0,90,686,261,222,187,5,53,24,0,0,100,999,7,8,24,4,33,0,0,51,98,6,3,3,60,1
36,11950,34,2,241000,50000.0,93,709,262,231,185,3,65,27,0,0,100,999,7,8,27,4,48,5,5,46,26,5,4,1,69,1
21,1083,9,1,31941,10000.0,31,.,255,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
41,6000,13,2,145530,50000.0,34,717,269,221,257,44,124,4,0,0,75,19,6,6,4,0,75,0,0,14,.,1,.,.,100,1
24,3750,26,2,102000,5500.0,100,720,255,255,74,6,46,17,0,0,100,999,7,8,17,1,29,0,0,17,61,2,3,1,45,1
27,3458,26,2,77000,10000.0,82,749,227,224,88,17,43,9,0,0,100,999,7,8,9,0,67,0,0,20,74,1,3,0,67,1
62,8575,47,2,340000,100000.0,88,795,297,299,261,11,105,60,0,0,100,999,7,8,64,1,27,0,0,0,.,3,3,0,21,1
59,9333,40,2,195590,50000.0,97,638,252,216,190,7,118,34,0,0,82,22,5,6,34,1,50,0,0,97,78,6,4,4,100,0
37,6000,24,1,153000,15000.0,90,705,269,207,139,16,61,14,0,0,100,999,7,8,14,0,14,3,3,59,66,6,1,2,78,0
52,19932,39,2,850000,150000.0,71,680,209,195,227,2,49,26,0,0,100,999,7,8,50,6,41,19,18,30,75,5,6,2,61,0
45,6417,31,2,153000,50000.0,75,737,260,254,803,3,101,38,0,0,100,999,7,8,37,2,21,2,2,14,.,4,2,0,46,1
56,19167,17,2,217806,100000.0,99,791,305,276,374,5,104,41,0,0,100,999,7,8,44,1,43,0,0,4,.,7,4,0,92,1
47,6933,45,2,283800,57500.0,87,633,226,204,316,3,84,19,1,0,80,5,4,5,22,3,45,1,1,85,82,6,4,2,91,0
60,19083,17,2,420970,100000.0,71,712,222,234,435,4,192,12,0,0,77,18,6,6,13,1,8,0,0,56,.,2,.,0,75,1
37,6083,26,1,86500,8700.0,100,678,254,209,224,2,70,23,0,0,96,1,4,6,25,3,52,3,3,44,74,5,3,1,67,0
58,3605,45,2,128019,46000.0,96,.,233,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
32,11250,36,2,330001,25000.0,100,658,226,233,157,3,66,38,0,0,95,24,6,6,42,4,45,2,2,32,80,3,3,1,75,0
29,5338,30,2,165000,33190.0,100,756,281,235,96,5,47,16,0,0,100,999,7,8,16,3,31,0,0,15,88,4,2,0,67,1
38,14107,31,2,275000,110000.0,80,673,206,219,217,9,89,15,2,2,82,8,4,2,23,1,18,3,3,3,25,1,1,0,29,1
50,12083,9,2,240653,50000.0,42,786,250,255,244,22,94,20,0,0,100,999,7,8,24,0,25,0,0,0,.,0,1,0,11,1
61,4417,18,2,81000,50000.0,62,687,244,244,480,18,108,19,1,1,89,72,6,6,19,0,26,0,0,43,75,5,1,1,75,1
40,2027,38,1,90000,5000.0,78,604,219,170,77,2,48,5,2,2,100,999,7,8,8,2,67,2,2,94,190,2,4,.,100,0
49,3303,38,1,155000,25000.0,63,694,259,221,172,1,64,17,0,0,89,22,6,6,18,1,33,1,1,46,64,7,2,2,75,0
36,5833,32,2,170000,50000.0,88,638,233,215,192,6,58,22,0,0,70,3,4,6,23,4,57,0,0,41,68,2,4,0,60,0
43,4583,33,2,107470,50000.0,66,743,260,263,229,0,87,12,0,0,100,999,7,8,13,2,15,0,0,53,.,2,1,2,38,1
76,3270,21,2,101627,30000.0,30,704,273,204,489,3,63,29,0,0,93,21,6,6,27,3,47,2,2,31,80,2,4,1,46,0
44,9000,13,2,91600,14500.0,100,689,264,228,226,5,74,22,0,0,91,66,6,6,22,1,32,0,0,61,94,5,2,2,64,0
54,10053,20,1,87214,50000.0,57,698,277,238,236,9,90,55,0,0,100,999,7,8,78,1,55,0,0,41,83,7,8,3,79,1
45,9778,43,2,230000,27300.0,90,684,206,206,130,2,60,13,3,1,82,41,6,2,18,1,53,3,3,6,60,3,4,1,88,0
51,4833,24,2,95000,25000.0,91,.,214,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
37,5000,32,1,154550,47000.0,83,753,318,284,165,12,95,17,0,0,100,999,7,8,18,0,50,0,0,21,29,2,2,1,80,1
74,5167,29,2,159152,100000.0,63,813,249,249,334,6,109,4,0,0,100,999,7,8,4,2,0,1,1,2,.,1,.,0,25,1
40,17968,4,2,120340,16000.0,73,783,298,285,229,4,100,22,0,0,100,999,7,8,25,2,44,2,2,16,83,5,2,0,64,1
40,3750,21,2,75276,13876.0,100,623,211,161,295,5,12,9,0,0,89,2,4,6,18,6,11,0,0,29,.,7,1,0,89,0
39,7830,24,2,153000,15000.0,97,656,238,200,207,25,77,11,2,2,82,13,6,6,11,0,36,2,2,57,22,2,2,0,71,0
46,8333,23,2,145000,35000.0,63,712,210,211,227,19,105,11,3,2,71,9,6,4,19,0,40,0,0,4,76,1,2,0,60,0
39,7083,32,2,226000,35000.0,88,611,219,150,247,3,57,27,0,0,82,4,4,6,28,3,46,1,1,88,99,4,2,3,86,0
38,9583,22,2,175000,15000.0,86,760,226,241,197,3,62,18,0,0,100,999,6,7,32,3,39,2,2,22,50,5,3,0,90,1
35,5550,43,1,225720,13000.0,50,623,203,181,29,2,18,10,0,0,91,13,6,6,11,2,45,10,10,55,78,5,4,1,90,0
34,6667,36,1,236536,28000.0,94,653,233,207,217,6,72,13,1,1,100,999,0,8,13,2,31,0,0,103,75,4,3,2,100,0
47,6833,35,2,258000,29000.0,90,775,296,281,312,11,85,32,0,0,100,999,7,8,32,1,25,1,1,0,.,3,1,0,24,1
49,9583,30,1,347277,100000.0,87,771,284,246,208,2,73,11,0,0,100,999,7,8,13,2,38,2,2,19,.,2,2,1,80,1
48,4101,43,1,124000,47800.0,90,657,227,198,264,3,86,10,1,1,79,14,6,3,14,1,36,1,1,79,.,4,1,1,83,0
37,3113,43,1,96001,18000.0,95,661,255,211,149,10,69,22,0,0,96,11,4,6,23,1,48,0,0,73,91,5,2,3,78,0
32,6583,32,2,348000,50000.0,83,724,202,202,160,5,55,15,0,0,100,999,7,8,28,2,47,1,1,60,96,2,3,1,100,1
36,4500,24,2,92041,34300.0,98,714,226,226,148,9,89,17,1,1,95,50,6,2,19,1,47,2,1,12,.,1,1,0,40,1
46,4000,13,1,59000,10000.0,86,770,234,252,131,4,57,9,0,0,100,999,7,8,10,1,56,0,0,11,76,2,3,0,83,0
79,6667,35,2,190633,99000.0,69,788,261,273,74,2,120,23,0,0,100,999,7,8,13,2,25,1,1,2,61,3,1,0,56,1
34,13333,18,1,270000,50000.0,78,700,191,201,24,6,13,7,0,0,100,999,7,8,7,4,71,0,0,15,77,1,4,0,83,1
29,4167,44,1,172000,57500.0,80,642,180,177,132,3,48,21,2,1,78,12,6,5,26,2,39,2,1,39,99,3,2,1,63,0
41,7167,18,1,68266,30000.0,98,604,242,156,258,8,51,28,0,0,93,4,4,6,22,2,38,1,1,55,99,9,3,5,71,0
67,9167,15,2,80000,38000.0,100,678,230,210,80,3,42,13,0,0,85,16,6,6,13,2,46,2,1,52,94,3,2,1,100,0
41,12560,33,2,274545,50000.0,100,770,253,250,210,3,68,16,0,0,100,999,7,8,16,3,56,0,0,2,.,2,5,0,73,0
40,4250,27,1,135543,25000.0,77,.,251,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
41,8742,23,2,230000,50000.0,96,687,249,212,219,12,95,16,2,2,94,15,6,2,17,0,41,0,0,60,33,2,2,1,80,1
35,7917,16,1,215001,34000.0,80,673,224,189,132,7,38,11,1,1,100,999,0,8,12,4,36,3,3,35,97,3,3,0,75,0
36,2383,33,1,60630,15000.0,74,795,278,236,214,2,74,15,0,0,100,999,7,8,18,3,17,4,4,0,99,1,1,0,20,1
49,6910,45,2,136001,22400.0,90,714,285,262,215,6,85,29,0,0,100,999,7,8,30,2,30,0,0,37,.,6,2,1,89,1
36,5150,26,2,110979,40000.0,88,684,247,225,202,24,81,13,1,0,67,13,6,5,15,0,20,1,1,44,.,3,1,1,50,0
55,4125,38,1,100000,20000.0,92,718,271,222,198,4,69,30,0,0,100,999,7,8,30,3,13,0,0,46,97,4,2,2,67,0
50,6667,11,1,69821,50000.0,72,769,293,293,184,4,98,22,0,0,100,999,7,8,23,1,57,3,2,6,.,2,.,0,50,1
43,9000,36,1,345000,23500.0,88,723,198,214,24,8,12,12,0,0,100,999,7,8,12,7,25,0,0,9,.,2,2,0,50,1
39,9000,33,2,143000,26000.0,90,763,292,276,215,6,83,23,0,0,100,999,7,8,23,2,61,2,2,13,.,3,3,1,75,0
46,13833,10,2,155568,41000.0,90,641,224,164,275,5,102,34,3,1,87,14,6,4,43,1,24,1,1,58,77,18,3,7,81,0
40,3167,29,2,91970,28000.0,90,748,291,252,115,10,58,16,0,0,94,.,6,6,16,1,31,0,0,18,.,1,1,0,40,1
54,5633,23,2,100000,50000.0,93,735,271,244,179,1,81,24,0,0,100,999,7,8,26,5,15,3,3,12,94,5,2,0,44,1
42,2417,36,1,55000,20300.0,98,610,196,159,144,2,41,20,1,1,100,999,6,8,23,4,61,8,8,74,100,7,3,3,83,0
57,3504,33,1,35001,15000.0,100,668,276,195,183,17,62,28,0,0,100,999,7,8,29,0,28,0,0,86,54,8,2,8,91,0
30,4101,34,2,109626,18000.0,100,630,211,194,118,4,33,12,2,0,87,1,3,5,15,5,53,1,1,18,87,1,2,0,60,0
33,4333,21,1,112000,12000.0,99,672,282,262,172,6,69,36,0,0,100,999,7,8,38,4,31,2,2,25,87,6,3,1,69,1
54,9440,14,2,430000,81000.0,93,769,263,255,158,6,83,5,0,0,100,999,7,8,5,2,20,0,0,41,.,1,1,0,67,0
53,3250,26,1,90974,10000.0,100,761,263,254,149,13,80,13,0,0,100,999,7,8,13,0,46,0,0,26,82,3,1,0,80,0
32,5417,18,1,95073,36000.0,80,658,194,225,166,2,58,14,2,0,89,18,6,5,19,3,58,1,1,41,82,3,6,0,82,1
69,2935,26,1,400000,50000.0,13,801,303,301,214,9,110,20,0,0,100,999,7,8,22,2,9,0,0,6,.,2,.,0,25,0
50,5000,21,1,85981,35000.0,84,772,303,269,198,11,84,19,0,0,100,999,6,7,19,2,32,0,0,9,40,6,2,0,62,0
76,7821,25,2,470000,60000.0,50,634,190,184,379,6,171,26,3,1,77,4,4,4,37,3,13,3,3,21,75,9,2,0,65,1
46,11667,27,1,390112,40000.0,89,633,226,210,236,11,94,19,3,2,90,6,3,5,21,1,40,0,0,107,31,1,2,1,60,0
56,5400,35,2,225000,56166.0,58,782,264,273,294,8,93,35,0,0,100,999,7,8,60,2,23,1,1,2,71,1,4,0,24,1
44,7807,35,2,180000,41000.0,98,764,305,261,265,11,97,46,0,0,100,999,7,8,48,1,69,0,0,13,79,5,3,0,75,1
59,19987,28,2,705000,100000.0,86,778,268,262,342,5,119,8,0,0,100,999,7,8,9,2,33,1,1,10,.,3,1,1,100,1
35,9383,34,2,215001,34500.0,100,705,250,213,131,4,63,19,1,0,85,20,6,5,26,2,62,1,1,25,17,1,4,.,100,0
46,2988,40,1,115000,25000.0,84,668,219,243,167,4,105,19,2,1,77,8,1,3,23,2,23,0,0,4,5,1,2,0,50,1
54,17067,17,2,189000,29191.79,96,658,205,205,162,2,53,14,0,0,100,999,7,8,15,2,27,1,1,63,88,7,3,4,100,1
23,2000,38,1,83465,8300.0,100,602,224,190,79,7,27,9,0,0,82,5,4,6,12,2,17,1,1,21,.,5,1,2,75,0
44,14884,18,2,251500,20000.0,100,662,256,199,207,4,82,36,0,0,100,999,7,8,36,3,25,2,2,64,42,11,2,6,59,0
46,2750,28,1,61000,15000.0,98,.,225,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
39,5583,31,2,172217,40000.0,94,762,251,282,196,29,82,21,0,0,100,999,7,8,35,0,57,0,0,2,51,1,4,0,63,1
62,7917,34,1,221111,95000.0,78,711,276,242,378,15,120,15,0,0,93,19,6,6,15,0,13,0,0,59,.,6,1,2,78,0
37,7417,17,2,179842,34200.0,48,762,238,253,185,5,70,19,0,0,95,42,6,6,18,2,37,0,0,14,73,1,2,0,60,1
51,10417,17,2,236570,50000.0,65,785,286,286,274,30,154,12,0,0,100,999,7,8,12,0,25,0,0,17,52,3,2,0,71,1
47,6010,40,1,175000,40000.0,79,700,248,194,170,2,55,54,0,0,98,999,5,7,62,8,55,2,2,54,91,6,7,1,64,0
42,27583,6,2,125000,75000.0,80,669,248,171,223,43,117,9,3,2,62,3,3,4,13,0,23,2,2,15,.,1,1,0,22,0
46,3955,6,1,135000,15000.0,76,706,269,269,317,1,92,34,0,0,100,999,7,8,36,3,17,7,7,24,80,5,2,1,50,0
31,6667,41,2,450000,50000.0,72,778,299,299,292,5,114,20,0,0,100,999,7,8,22,1,24,0,0,6,12,3,1,1,57,1
65,5668,8,1,108020,30000.0,73,751,277,277,325,9,117,20,1,0,95,35,6,5,21,3,52,0,0,3,31,2,2,0,63,1
50,6250,21,1,138380,20000.0,86,778,298,275,323,5,71,33,0,0,100,999,7,8,34,2,41,1,1,6,87,2,3,0,31,1
45,5042,13,2,75369,15000.0,33,.,303,184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
70,4750,24,1,103000,40000.0,96,655,220,140,46,3,31,4,5,5,100,999,0,8,5,1,20,1,1,2,.,1,1,0,67,1
38,2975,34,1,84370,8370.0,100,655,203,160,65,5,40,14,1,1,93,55,6,2,15,1,20,3,2,92,9,9,2,2,100,0
87,2609,17,1,36254,30000.0,83,664,211,225,483,0,84,35,0,0,97,41,6,6,38,5,21,4,4,42,21,9,2,1,65,0
32,8917,1,2,130000,8000.0,83,782,279,247,134,4,65,8,0,0,100,999,7,8,8,2,50,0,0,19,85,1,2,0,50,0
57,3833,15,1,55000,11000.0,93,652,209,186,153,1,106,9,4,4,67,22,6,2,15,1,47,2,1,0,100,0,1,.,50,0
54,15000,23,2,360000,103000.0,92,684,243,219,218,1,52,15,0,0,100,999,7,8,35,6,25,0,0,71,69,7,3,2,91,0
23,4128,29,2,110000,17900.0,100,717,240,234,44,8,24,8,0,0,100,999,7,8,9,2,56,0,0,49,72,3,2,0,83,0
46,12500,34,2,350000,65000.0,84,679,222,191,171,9,67,39,2,2,93,24,6,2,40,1,43,2,2,49,52,5,4,2,75,1
40,14333,20,2,270000,34000.0,90,670,242,206,166,5,65,19,0,0,100,999,7,8,19,3,16,7,7,55,.,6,3,4,69,1
41,2801,36,1,103000,15000.0,100,637,236,203,149,13,75,4,4,4,100,999,7,8,8,0,50,0,0,.,89,.,2,.,100,0
65,6000,26,1,318477,100000.0,31,785,301,301,393,2,110,20,0,0,100,999,7,8,31,1,42,0,0,4,.,3,.,0,33,1
48,7667,27,2,180000,16000.0,95,734,284,260,292,11,79,16,0,0,100,999,7,8,16,1,44,2,2,33,85,2,3,1,71,1
53,1907,33,1,39710,16000.0,91,786,302,292,213,5,90,15,0,0,100,999,7,8,15,2,27,1,1,3,.,4,1,0,56,0
44,12250,27,2,228889,40000.0,79,671,228,228,279,5,60,35,0,0,100,999,7,8,36,4,43,2,2,93,90,1,4,.,100,1
32,3333,21,1,75607,10000.0,94,656,235,203,75,7,46,12,0,0,75,11,4,6,12,1,42,1,1,45,92,4,3,1,88,1
34,11667,19,2,240000,24000.0,90,609,224,194,127,2,53,40,0,0,95,9,4,6,41,6,41,11,11,40,98,7,4,3,85,0
54,3983,34,2,96000,9700.0,100,689,244,222,55,4,26,19,1,1,100,999,6,8,19,4,32,1,1,15,68,3,1,1,33,1
41,5000,19,1,115000,15000.0,76,759,242,252,163,24,89,17,0,0,100,999,7,8,15,0,29,0,0,24,.,3,2,1,63,0
52,5000,28,1,78752,20000.0,25,671,203,195,136,2,73,15,1,1,89,33,6,6,30,2,56,0,0,61,100,3,2,0,100,1
45,5733,33,2,181099,50000.0,94,612,237,185,150,12,80,22,0,0,83,1,4,6,23,0,13,0,0,85,.,8,.,4,100,0
31,2667,28,1,95292,15000.0,71,718,220,226,132,6,67,20,0,0,90,63,6,6,21,2,29,2,2,67,90,2,2,1,67,0
37,6667,32,1,133000,25000.0,90,696,244,233,150,3,56,19,0,0,100,999,7,8,21,5,24,1,1,62,62,4,1,3,63,0
76,3047,32,2,122000,50000.0,41,789,260,267,457,11,169,18,0,0,100,999,7,8,28,1,0,0,0,14,.,5,.,0,50,1
35,7700,28,2,210000,25000.0,92,772,306,251,140,13,81,12,0,0,92,82,6,6,13,0,38,0,0,1,93,1,2,0,50,1
29,13253,33,2,440000,140000.0,79,648,229,206,117,1,54,35,1,0,87,22,6,5,39,3,59,3,3,33,48,3,5,3,62,1
31,3100,38,1,126000,25000.0,84,703,241,224,117,1,49,9,0,0,100,999,7,8,11,4,27,0,0,55,.,5,1,2,86,1
37,4167,20,2,80520,28000.0,99,643,229,178,30,2,13,8,0,0,90,5,4,6,10,4,40,3,3,17,100,3,4,0,89,0
68,4204,50,1,165000,16000.0,83,689,255,240,386,5,92,25,0,0,100,999,7,8,25,3,56,4,4,67,89,4,4,2,89,0
46,42750,13,2,600000,100000.0,69,688,238,227,238,5,66,23,0,0,88,11,4,6,24,5,33,0,0,25,.,3,2,1,50,0
70,4377,43,2,131000,35700.0,89,740,300,257,111,2,67,40,0,0,100,999,7,8,5,1,12,1,1,1,85,9,2,0,44,1
59,20363,6,2,101539,81000.0,80,774,238,262,123,10,74,6,0,0,100,999,7,8,5,1,43,1,1,13,.,1,.,0,100,0
42,5833,34,2,118000,8000.0,100,709,235,223,201,4,59,9,0,0,100,999,7,8,9,4,33,4,4,38,85,4,2,2,86,0
40,8000,10,2,285000,50000.0,56,703,222,242,180,9,71,29,0,0,97,31,6,6,32,2,59,1,0,35,83,5,3,0,67,1
81,7167,28,2,205000,67500.0,90,707,252,211,256,2,64,23,0,0,100,999,7,8,25,4,46,3,3,60,96,3,3,2,64,0
27,12042,20,2,374000,25000.0,73,751,225,220,177,4,52,25,0,0,96,27,6,6,26,1,23,3,3,14,77,4,3,0,62,1
39,0,.,1,0,20000.0,24,.,0,189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
49,9300,35,2,119000,20000.0,88,681,236,217,248,10,89,25,1,1,93,37,6,6,29,2,36,2,2,44,.,8,3,4,85,1
40,5167,28,2,150000,24800.0,95,655,260,240,177,9,73,31,1,0,85,2,4,5,34,3,62,0,0,5,5,3,4,0,64,0
37,11417,36,2,415000,40000.0,90,749,268,251,204,8,85,40,0,0,100,999,7,8,43,1,35,3,3,9,85,5,2,0,54,0
80,7250,17,2,172810,50000.0,29,737,285,255,507,23,197,21,0,0,100,999,7,8,21,0,29,0,0,64,53,6,3,2,83,1
47,2000,29,1,58000,14000.0,84,625,249,209,162,15,68,7,2,2,75,19,0,2,8,0,63,1,1,0,.,0,1,0,33,0
51,8500,18,1,262780,100000.0,38,787,293,262,199,6,78,13,0,0,100,999,7,8,14,1,14,0,0,14,.,2,.,0,67,1
52,2390,44,1,100478,16400.0,80,646,230,200,.,6,66,12,2,0,79,10,4,5,14,2,36,1,1,44,.,1,1,1,33,0
39,3417,36,2,48290,24000.0,97,685,265,267,72,8,44,19,0,0,100,999,7,8,19,2,47,0,0,35,33,4,5,0,69,0
46,10167,22,2,153090,98000.0,100,775,282,259,246,56,166,6,0,0,100,999,7,8,6,0,17,2,2,0,.,1,.,.,33,1
31,6958,28,1,240000,45000.0,79,769,285,232,115,12,50,9,0,0,100,999,7,8,11,0,9,0,0,0,.,0,1,0,20,0
42,10200,22,2,223435,70000.0,99,806,287,243,181,17,60,8,0,0,100,999,7,8,9,0,38,1,1,0,.,2,1,0,60,1
35,4168,30,2,117678,30000.0,81,625,245,197,191,6,92,51,0,0,87,9,4,6,53,1,26,3,3,60,58,14,2,3,85,0
37,7333,24,2,137720,28500.0,91,668,265,222,115,7,109,35,0,0,100,999,7,8,3,2,40,1,1,82,67,4,4,3,90,1
48,13417,25,2,341000,80000.0,98,698,285,276,252,1,80,48,0,0,100,999,7,8,50,4,20,3,3,17,88,5,3,1,44,0
36,2678,22,1,56709,17700.0,100,723,267,225,94,2,49,25,0,0,100,999,7,8,30,5,33,4,4,20,81,2,4,0,40,0
37,4551,24,2,116490,25000.0,75,742,205,205,30,13,22,2,0,0,100,999,7,8,2,0,0,0,0,27,.,1,.,0,50,1
48,9167,25,1,243000,60000.0,84,636,255,234,187,5,74,23,0,0,75,4,4,6,24,4,38,1,1,44,91,3,2,0,50,0
44,4680,21,1,105753,18000.0,100,729,268,232,61,2,33,14,0,0,100,999,7,8,15,1,7,0,0,27,.,4,1,0,56,0
61,7708,32,2,212553,40000.0,97,776,270,263,321,10,104,10,0,0,100,999,7,8,11,1,45,0,0,2,.,4,1,2,83,0
41,6250,13,2,70792,19225.0,99,752,298,245,203,2,87,18,0,0,100,999,7,8,19,2,5,2,2,16,.,2,1,0,33,1
49,18333,21,2,127599,29000.0,100,697,223,240,185,4,61,38,0,0,100,999,7,8,23,3,34,1,1,32,71,7,4,0,65,1
46,10417,17,2,77201,39000.0,99,752,320,261,201,18,92,30,0,0,100,999,7,8,32,0,50,0,0,21,84,3,3,0,86,1
